"X","gene_id","gene_name","gene_start","gene_end","gene_strand","gene_length","gene_description","tf_family","number_figure","T0.T360","T20.T360","T50.T360","T90.T360","T120.T360","T260.T360","Bd"
"BD_RS03100","BD_RS03100","BD_RS03100",629767,630051,"-",285,"hypothetical protein && -","-",6,-1.03391046478094,4.60713878154649,2.04719452535826,0.230378359764181,-0.548225101013569,-3.09027799486189,"Bd0679"
"BD_RS03095","BD_RS03095","BD_RS03095",629212,629745,"-",534,"hypothetical protein && -","-",6,-0.0617486985345086,3.75024322882597,1.15008691621362,-0.318668937936499,-1.71698731378036,-2.54704114768472,"Bd0678"
"BD_RS03060","BD_RS03060","BD_RS03060",620239,620739,"-",501,"hypothetical protein && -","-",6,-0.293549555658153,1.84800464873007,1.23050870319383,-0.285026275930805,-0.927203982472166,-1.25223544312622,"Bd0670"
"BD_RS02770","BD_RS02770","BD_RS02770",565438,567585,"+",2148,"zinc-dependent metalloprotease && PF16313:Domain of unknown function (DUF4953)","-",6,0.19188486762251,4.31659778265505,1.77802653529894,0.785297264238226,-1.16431983721253,-0.946503121840646,"Bd0607"
"BD_RS02745","BD_RS02745","BD_RS02745",560718,561668,"+",951,"hypothetical protein && -","-",6,-0.38385959861591,3.56983599531633,0.913339360995244,0.123231751251411,-0.437617167785794,-1.5126532969329,"Bd0603"
"BD_RS02740","BD_RS02740","BD_RS02740",559683,560717,"+",1035,"hypothetical protein && -","-",6,-0.206013863755797,4.01882174467585,1.27785948971221,0.494186246114655,-1.02508205134387,-2.04636329477096,"Bd0602"
"BD_RS02735","BD_RS02735","BD_RS02735",558751,559683,"+",933,"DUF1460 domain-containing protein && PF07313:Protein of unknown function (DUF1460)","-",6,-0.382586057736348,3.09788408308993,0.544395283869427,-0.158023393369537,-1.36996281473699,-2.22261970063579,"Bd0601"
"BD_RS02730","BD_RS02730","BD_RS02730",557597,558634,"+",1038,"alpha/beta hydrolase && PF12697:Alpha/beta hydrolase family","-",6,0.110587704479485,0.321222989745427,-0.175972664565362,-0.365627473464393,-1.30235677164374,-3.21645927259753,"Bd0600"
"BD_RS02725","BD_RS02725","BD_RS02725",556823,557536,"+",714,"3D domain-containing protein && PF06725:3D domain","-",6,-0.607908964703558,2.13846169458846,-0.169034117563208,-1.24582623520404,-1.71372485621665,-2.50108356682651,"Bd0599"
"BD_RS02575","BD_RS02575","BD_RS02575",522483,524171,"-",1689,"hypothetical protein && -","-",6,-0.578935495501444,0.629618472900994,-0.967276112620429,-0.827573695825095,-1.9267390866445,-2.65790370145437,"Bd0565"
"BD_RS02250","BD_RS02250","BD_RS02250",458206,459285,"+",1080,"hypothetical protein && -","-",6,-0.189280229517203,1.44781705552819,-0.15254763469861,-0.632318260448021,-1.62450098442857,-2.10353712862323,"Bd0490"
"BD_RS01985","BD_RS01985","BD_RS01985",408712,409212,"-",501,"hypothetical protein && -","-",6,-0.570004795597189,2.89499532897912,0.815493197453825,1.02075313504786,-0.444201322057015,-1.42843305504899,"Bd0434"
"BD_RS01825","BD_RS01825","BD_RS01825",372640,373830,"-",1191,"Bcr/CflA family multidrug efflux MFS transporter && PF07690:Major Facilitator Superfamily","MFS_1",6,0.520571790521926,0.72586288652611,-0.0637088695995795,-0.361766388148039,-0.7193547059883,-1.56900107410237,"Bd0395"
"BD_RS01755","BD_RS01755","BD_RS01755",356810,357901,"+",1092,"hypothetical protein && -","-",6,0.428895013598541,0.826652582977706,-1.11364623679169,-0.359300931047287,-1.61451585372088,-2.28701180788339,"Bd0382"
"BD_RS01115","BD_RS01115","BD_RS01115",229983,230059,"+",77,"tRNA-Met && -","-",6,0.699787557033424,-0.0918680818550138,0.994329512504322,-0.533374227715818,-0.68065655315781,-1.20292320472858,"a_0005"
"BD_RS00970","BD_RS00970","BD_RS00970",199989,201020,"+",1032,"hypothetical protein && -","-",6,-0.134473601655429,2.91235848627296,0.532495209609998,-0.585033900837101,-1.95975217634654,-2.6285081156572,"Bd0210"
"BD_RS00505","BD_RS00505","BD_RS00505",96483,96683,"-",201,"hypothetical protein && -","-",6,-0.628403138604914,1.8955213257879,-0.00999845301736077,0.294235468442986,-1.505489308859,-2.53458073683458,"S00505"
"BD_RS00470","BD_RS00470","BD_RS00470",90130,90636,"+",507,"hypothetical protein && -","-",6,0.273734091588624,4.26668908186531,1.91739704857226,0.689474056968559,-0.67232046005025,-1.58722186818379,"Bd0096"
"BD_RS00425","BD_RS00425","BD_RS00425",85438,85905,"+",468,"hypothetical protein && -","-",6,0.498678894851821,3.10323974534535,0.827773704041092,-0.587193569975202,-1.84102222138911,-1.6972249043246,"Bd0090"
"BD_RS00055","BD_RS00055","BD_RS00055",11409,12329,"-",921,"hypothetical protein && -","-",6,0.661404502395453,2.46958851773358,0.0244270252751237,0.313715274564245,0.122815462958298,-1.50828923708642,"Bd0011"
"sRNA00256","sRNA00256","-",2890404,2890459,"-",56,"-","-",7,-1.46955363976805,1.68541373747308,2.44547341666788,0.793426344722123,0.0556924911483301,-3.62639358775325e-5,NA
"sRNA00232","sRNA00232","-",2715048,2715107,"+",60,"-","-",7,-0.453144806074469,4.12167835836002,3.14187645186426,1.73953659002563,-0.269773720128448,-0.142828905183104,NA
"sRNA00151","sRNA00151","-",1875199,1875276,"-",78,"-","-",7,0.0219652939598089,2.26199649651648,2.59770303370143,1.79177591770058,0.600315511486045,-0.0209298073580972,NA
"BD_RS18290","BD_RS18290","BD_RS18290",3444606,3445022,"-",417,"PspC domain-containing protein && PF04024:PspC domain","PspC",7,1.33684831444977,3.83902683497297,3.54408002651687,2.64435733738531,2.38097412198702,1.7646308624835,"S18290"
"BD_RS18265","BD_RS18265","BD_RS18265",2255496,2255642,"-",147,"hypothetical protein && -","-",7,0.4911663408548,3.27064509339891,2.69076770561351,2.0548250898902,1.30299849937898,-0.131463956507353,"Bd2353"
"BD_RS18170","BD_RS18170","BD_RS18170",1830757,1830897,"-",141,"hypothetical protein && -","-",7,0.327377942828341,2.51663142733173,1.54050269822333,0.941133744395212,0.315308086754231,-0.237831662946037,"Bd1916"
"BD_RS17980","BD_RS17980","BD_RS17980",2637585,2638307,"-",723,"beta-sandwich domain-containing protein && -","-",7,1.52350710382486,5.37685721140539,3.86410544054912,2.93326499796996,1.38906598563993,1.35708899593861,"Bd2715"
"BD_RS17595","BD_RS17595","BD_RS17595",3710351,3710821,"-",471,"23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH && PF02590:Predicted SPOUT methyltransferase","-",7,0.870435163628094,4.11453483966413,3.17010299739275,1.83385696075476,1.16286252661642,0.25088820437407,"Bd3845"
"BD_RS17580","BD_RS17580","BD_RS17580",3708208,3708858,"-",651,"outer membrane lipoprotein carrier protein LolA && PF03548:Outer membrane lipoprotein carrier protein LolA","-",7,0.761364731797602,5.35903718152528,4.14643627431922,2.77074440561279,1.9627971098835,0.946375037457757,"Bd3842"
"BD_RS17560","BD_RS17560","BD_RS17560",3704121,3704474,"-",354,"DUF2203 domain-containing protein && PF09969:Uncharacterized conserved protein (DUF2203)","-",7,0.135176688010033,3.13416534473931,3.35214661726142,1.81287829001976,0.329985558142481,-0.213160610976131,"Bd3838"
"BD_RS17555","BD_RS17555","BD_RS17555",3702502,3704124,"-",1623,"NAD+ synthase && PF00795:Carbon-nitrogen hydrolase|PF02540:NAD synthase","NAD_synthase",7,0.498190821259916,2.42856362408294,2.37717131190576,1.30691592074146,1.00037730801044,1.03011572552816,"Bd3836"
"BD_RS17505","BD_RS17505","BD_RS17505",3694722,3695021,"+",300,"hypothetical protein && -","-",7,0.246974362997206,4.99632578576166,3.97940150317183,2.66133678532278,1.88339520530102,0.58110050591445,"Bd3826"
"BD_RS17485","BD_RS17485","BD_RS17485",3690443,3690781,"+",339,"DUF2388 domain-containing protein && PF09498:Protein of unknown function (DUF2388)","-",7,-0.213083683468199,3.95807502953224,1.74924968123968,1.37351396161779,-0.391690066638401,-1.42083713822021,"Bd3822"
"BD_RS17480","BD_RS17480","BD_RS17480",3688558,3690231,"+",1674,"hypothetical protein && -","-",7,-0.252360994762736,3.12287358002734,2.39732681475321,1.02707049800749,0.581845665631512,-1.33234620050149,"Bd3821"
"BD_RS17235","BD_RS17235","BD_RS17235",3642243,3643610,"+",1368,"energy transducer TonB && PF03544:Gram-negative bacterial TonB protein C-terminal","-",7,1.78956703996804,5.09095748307867,2.81564590607434,1.11097839928065,-0.580854661028399,-1.54134615372449,"Bd3768"
"BD_RS17230","BD_RS17230","BD_RS17230",3641764,3642066,"-",303,"hypothetical protein && -","-",7,-0.0350661643713495,4.11421848744654,3.28073617061883,1.50175479138456,0.0272134668637825,-0.988775193185303,"Bd3767"
"BD_RS17195","BD_RS17195","BD_RS17195",3632549,3633796,"+",1248,"hypothetical protein && -","-",7,-0.374876463928006,5.22080879178847,3.84742291297717,2.09766453743364,0.626796695044407,-0.234483512364212,"Bd3759"
"BD_RS17190","BD_RS17190","BD_RS17190",3631803,3632552,"+",750,"TIGR02147 family protein && PF14394:Domain of unknown function (DUF4423)","-",7,0.376068097113018,5.82067406992079,4.30465310353952,2.40636379261849,1.03214242352329,0.307690908557924,"Bd3758"
"BD_RS17180","BD_RS17180","BD_RS17180",3630237,3630872,"+",636,"hypothetical protein && -","-",7,0.511967798264933,5.31343189287285,2.9423590121015,2.31246024728322,0.709677195285025,-0.851058733158412,"Bd3756"
"BD_RS17045","BD_RS17045","BD_RS17045",3605189,3606124,"-",936,"hypothetical protein && -","-",7,0.193490349441783,4.29828984891661,3.07723225950755,1.38264675454362,0.485450782991647,-0.264560888051509,"Bd3728"
"BD_RS16970","BD_RS16970","BD_RS16970",3590429,3591244,"-",816,"dipeptidyl aminopeptidase/acylaminoacyl-peptidase && -","-",7,-0.0373431426917466,3.28888730882272,2.05633777518418,0.857233414787594,-0.0309446775519019,-0.363225483440144,"Bd3709"
"BD_RS16935","BD_RS16935","BD_RS16935",3584322,3585680,"-",1359,"hypothetical protein && -","-",7,2.29111614902484,6.21670526085284,3.9996852322011,2.06683806860847,0.239296074520298,-0.634850545310139,"Bd3702"
"BD_RS16930","BD_RS16930","BD_RS16930",3583258,3584154,"-",897,"hypothetical protein && -","-",7,1.34941871481451,4.59799940352009,2.85010723979094,1.53491446766905,0.161435017695148,0.110871324368328,"Bd3701"
"BD_RS16660","BD_RS16660","BD_RS16660",3535595,3536074,"-",480,"hypothetical protein && -","-",7,1.94921784961981,4.44397062092917,3.16454345706258,2.20640195860062,2.11068763535308,1.31243777233039,"Bd3641"
"BD_RS16545","BD_RS16545","BD_RS16545",3514347,3515120,"-",774,"hypothetical protein && -","-",7,1.56802937228408,3.77301903017721,1.44270472655442,-0.465379705663049,-1.66583117292925,-1.94663506770886,"Bd3618"
"BD_RS16530","BD_RS16530","BD_RS16530",3511174,3512091,"+",918,"class I SAM-dependent methyltransferase && PF10672:S-adenosylmethionine-dependent methyltransferase","-",7,0.174195826937991,4.20843760448597,3.45122764868101,2.36262607431996,2.35161479308659,0.695437922275303,"Bd3615"
"BD_RS16330","BD_RS16330","BD_RS16330",3467758,3469242,"-",1485,"hypothetical protein && -","-",7,1.75901464537968,4.54370426874766,1.77122245452667,0.483068821128981,-1.21184141702465,-1.78102283638346,"Bd3568"
"BD_RS16175","BD_RS16175","BD_RS16175",3436650,3437294,"-",645,"serine esterase && PF02230:Phospholipase/Carboxylesterase","Abhydrolase_2",7,1.78077299998007,4.72258175339255,1.96486758461528,-0.0874640066155628,-1.75544288456572,-1.69599469078477,"Bd3533"
"BD_RS16100","BD_RS16100","BD_RS16100",3421918,3422361,"-",444,"hypothetical protein && -","-",7,0.308363742592341,6.24534550299975,4.07651021261343,2.26287607320044,0.376216856196085,-0.218582684654587,"Bd3518"
"BD_RS16045","BD_RS16045","BD_RS16045",3413940,3414470,"+",531,"hypothetical protein && -","-",7,-0.0540872844392048,4.86163960343899,2.60320891330538,0.919695126246183,-0.735388268702243,-1.4060158996825,"Bd3506"
"BD_RS15920","BD_RS15920","BD_RS15920",3392582,3393421,"+",840,"trypsin-like serine protease && PF00089:Trypsin","Trypsin",7,2.61771964071352,4.55958696633644,3.16771771029616,1.26760693957792,0.0337591192310299,-0.106726699350998,"Bd3482"
"BD_RS15875","BD_RS15875","BD_RS15875",3382600,3383004,"+",405,"hypothetical protein && -","-",7,-0.12577158862643,5.09701109766257,4.6916980863767,3.58048814211323,2.24202608182435,0.696725577130053,"Bd3472"
"BD_RS15825","BD_RS15825","BD_RS15825",3369818,3370480,"+",663,"ankyrin repeat domain-containing protein && PF12796:Ankyrin repeats (3 copies)","-",7,-0.549388732421113,5.59796199833653,3.23875369829232,1.88749586965233,0.087031146094917,-0.134136357983911,"Bd3460"
"BD_RS15820","BD_RS15820","BD_RS15820",3368506,3369810,"+",1305,"D-alanyl-D-alanine carboxypeptidase && PF02113:D-Ala-D-Ala carboxypeptidase 3 (S13) family","-",7,-0.162812256814457,5.44885620120628,3.06828464107958,2.11652745605514,0.24106489483479,-0.570195885748372,"Bd3459"
"BD_RS15740","BD_RS15740","BD_RS15740",3351894,3353021,"+",1128,"hypothetical protein && -","-",7,0.851362849775761,5.74968368416826,4.09654057472767,2.10685962961666,0.548012927791472,-0.00445879337716306,"Bd3440"
"BD_RS15635","BD_RS15635","BD_RS15635",3327982,3330567,"+",2586,"hypothetical protein && -","-",7,0.30334723940851,4.67805195584946,2.69824615266129,1.62220734581849,0.580781037799701,-0.471212074424196,"Bd3417"
"BD_RS15630","BD_RS15630","BD_RS15630",3326818,3327969,"+",1152,"hypothetical protein && -","-",7,0.479248030344045,4.10427302672503,2.15564088183756,1.07356781330165,0.286337006245935,-0.539486229936879,"Bd3416"
"BD_RS15455","BD_RS15455","BD_RS15455",3289886,3290593,"+",708,"hypothetical protein && -","-",7,0.163244520348807,5.20102046249776,2.99578167920725,2.20812019796187,0.583074739736219,-1.07865455555319,"Bd3380"
"BD_RS15450","BD_RS15450","BD_RS15450",3289200,3289640,"+",441,"hypothetical protein && -","-",7,-0.102948197392156,5.20999348812996,2.98572693416372,2.20797965344475,0.322922245523643,-1.19855482794243,"Bd3378"
"BD_RS15415","BD_RS15415","BD_RS15415",3282633,3283691,"+",1059,"outer membrane beta-barrel protein && PF07642:Putative beta-barrel porin-2, OmpL-like. bbp2","-",7,-0.0737238976514895,2.9226682300485902,2.05898286773548,1.51241972459125,0.773322192440068,-0.585053740176715,"Bd3370"
"BD_RS15400","BD_RS15400","BD_RS15400",3280014,3281234,"-",1221,"HAMP domain-containing sensor histidine kinase && PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","HATPase_c",7,-0.308752093517289,4.16298863745553,4.65051752872893,4.01612423845968,1.81359477101287,-0.502208265244967,"Bd3367"
"BD_RS15395","BD_RS15395","BD_RS15395",3279490,3280014,"-",525,"response regulator && PF00072:Response regulator receiver domain|PF02954:Bacterial regulatory protein, Fis family","Response_reg",7,-0.618989971048697,4.57745549174521,4.96735398940303,4.4663603863302,2.32326615178189,0.201320033386568,"Bd3366"
"BD_RS15370","BD_RS15370","BD_RS15370",3273684,3275489,"+",1806,"CHASE2 domain-containing protein && PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase|PF05226:CHASE2 domain|PF00512:His Kinase A (phospho-acceptor) domain","HATPase_c",7,3.01893952827108,5.56190639187395,3.34838609746513,2.00270310349394,0.640938619063302,0.392060591749168,"Bd3359"
"BD_RS15365","BD_RS15365","BD_RS15365",3272168,3273451,"+",1284,"radical SAM protein && PF04055:Radical SAM superfamily|PF13353:4Fe-4S single cluster domain","Radical_SAM",7,2.1058421371456,4.63753916007834,2.50238620218535,1.32591243568228,-0.169300910773981,-0.399554335022313,"Bd3357"
"BD_RS15260","BD_RS15260","BD_RS15260",3245194,3245979,"+",786,"murein L%2CD-transpeptidase catalytic domain family protein && PF13645:L,D-transpeptidase catalytic domain","-",7,0.808415072331451,6.61988657867839,4.16523760216301,2.60041482329651,1.31145384728604,0.679398668148247,"Bd3334"
"BD_RS15035","BD_RS15035","BD_RS15035",3204442,3205575,"-",1134,"hypothetical protein && -","-",7,-0.00627076948910724,5.40561276596661,3.13956858145709,0.914191600759315,-0.800171808952429,-0.680190100179787,"Bd3285"
"BD_RS15010","BD_RS15010","BD_RS15010",3198655,3200076,"-",1422,"hypothetical protein && -","-",7,1.07095101522979,4.70924781124002,2.6252309173825,0.774026149101181,-0.886567918755449,-1.42908456758957,"Bd3280"
"BD_RS15005","BD_RS15005","BD_RS15005",3197503,3198648,"-",1146,"polysaccharide deacetylase family protein && PF01522:Polysaccharide deacetylase","Polysacc_deac_1",7,1.60665968740273,6.01693725548317,3.94968048329589,2.05581157578528,0.0922023012016801,-0.604359693316952,"Bd3279"
"BD_RS15000","BD_RS15000","BD_RS15000",3197113,3197493,"-",381,"YkgJ family cysteine cluster protein && PF03692:Putative zinc- or iron-chelating domain","-",7,1.95426338648087,5.08193106536198,3.15914171706524,1.6359337472396,0.363408784649039,-0.757994063710482,"Bd3278"
"BD_RS14975","BD_RS14975","BD_RS14975",3193075,3193836,"+",762,"16S rRNA (uracil(1498)-N(3))-methyltransferase && PF04452:RNA methyltransferase","-",7,1.95254416284498,4.72300538924209,3.92312884040144,2.72312375869015,1.78271249840195,0.614616723911205,"Bd3271"
"BD_RS14970","BD_RS14970","BD_RS14970",3192179,3193078,"+",900,"50S ribosomal protein L11 methyltransferase && PF06325:Ribosomal protein L11 methyltransferase (PrmA)","-",7,0.0304322264885338,5.09620518329519,4.22537243764347,2.9892599555792,1.79178043607742,0.989626342347185,"Bd3270"
"BD_RS14875","BD_RS14875","hflX",3164796,3166259,"+",1464,"GTPase HflX && PF16360:GTP-binding GTPase Middle Region|PF01926:50S ribosome-binding GTPase|PF13167:GTP-binding GTPase N-terminal","-",7,-0.238453998387822,4.19721224639744,3.24062120173478,2.15567570996989,1.40107687083045,0.00650061546484133,"Bd3249"
"BD_RS14765","BD_RS14765","BD_RS14765",3144048,3144629,"+",582,"SCO family protein && PF02630:SCO1/SenC","-",7,-0.937699602031744,2.677882415033,2.68936362755428,2.24321846078545,0.837795875546638,-0.00830267884090432,"Bd3223"
"BD_RS14550","BD_RS14550","BD_RS14550",3094351,3095160,"-",810,"L%2CD-transpeptidase && PF03734:L,D-transpeptidase catalytic domain","-",7,-0.227611072480207,6.51029177924498,3.79643206127332,2.2093758267957,0.200069295343147,-0.336615882577559,"Bd3176"
"BD_RS14515","BD_RS14515","BD_RS14515",3085425,3086009,"+",585,"hypothetical protein && -","-",7,0.188822667913213,4.79077066438873,2.73107958006928,1.74753561133649,0.167310989625424,-1.21913786712741,"Bd3170"
"BD_RS14455","BD_RS14455","BD_RS14455",3072248,3072580,"+",333,"hypothetical protein && -","-",7,1.65421000339475,5.64473326022333,3.161583734952,2.59451119781313,0.930322257166139,0.493536178860029,"Bd3155"
"BD_RS14450","BD_RS14450","BD_RS14450",3070817,3072028,"-",1212,"hypothetical protein && -","-",7,0.475810638229842,6.56706025403287,3.97030930549457,2.19132814179242,0.588405768211739,0.35362692324512,"Bd3154"
"BD_RS14365","BD_RS14365","BD_RS14365",3041854,3046752,"+",4899,"zinc-dependent metalloprotease && -","-",7,0.0724712079175387,6.1884383706181,3.8448625858112,2.92159444688759,1.16415468886666,0.401292857353828,"Bd3137"
"BD_RS14090","BD_RS14090","BD_RS14090",2985795,2986208,"+",414,"hypothetical protein && -","-",7,-0.673926012605002,3.59510747884994,1.66018389512699,1.63675245225747,0.0764993339067844,-0.833106530177355,"Bd3074"
"BD_RS13935","BD_RS13935","BD_RS13935",2951762,2952361,"-",600,"riboflavin synthase && PF00677:Lumazine binding domain","-",7,-0.721845885874155,3.18549224786393,2.31951911843676,1.64982652836948,0.946235138476654,-0.334797036292703,"Bd3039"
"BD_RS13930","BD_RS13930","ribB",2950629,2951759,"-",1131,"3%2C4-dihydroxy-2-butanone-4-phosphate synthase && PF00925:GTP cyclohydrolase II|PF00926:3,4-dihydroxy-2-butanone 4-phosphate synthase","DHBP_synthase",7,0.374563456552819,4.3959695361649,3.48417295960758,2.6986941720855,1.89111891080074,0.546319106621374,"Bd3038"
"BD_RS13925","BD_RS13925","ribH",2950090,2950629,"-",540,"6%2C7-dimethyl-8-ribityllumazine synthase && PF00885:6,7-dimethyl-8-ribityllumazine synthase","-",7,0.382625111281618,3.6803468163673,3.01477475003773,1.84507363359112,1.42303017113745,0.0861818721283023,"Bd3037"
"BD_RS13735","BD_RS13735","BD_RS13735",2893955,2894194,"+",240,"hypothetical protein && -","-",7,0.223383037655841,5.01850829084059,4.42784846946808,2.96486986170168,1.3272370051445,-0.0311533540283357,"Bd2997"
"BD_RS13725","BD_RS13725","BD_RS13725",2892207,2893100,"-",894,"RNA methyltransferase && PF00588:SpoU rRNA Methylase family|PF08032:RNA 2'-O ribose methyltransferase substrate binding","SpoU_methylase",7,0.11622679693078,2.68006785683662,2.19175535430059,0.846584732825992,-0.0507192504225462,-0.42785120718571,"Bd2995"
"BD_RS13460","BD_RS13460","BD_RS13460",2850457,2851329,"+",873,"murein L%2CD-transpeptidase catalytic domain family protein && PF13645:L,D-transpeptidase catalytic domain","-",7,-0.0658391869045871,4.89856334358781,2.46684990291887,1.40275690742992,-0.441168996108758,-0.988760375716041,"Bd2940"
"BD_RS13390","BD_RS13390","BD_RS13390",2832964,2833860,"-",897,"trypsin-like serine protease && PF00089:Trypsin","Trypsin",7,-0.333185414394931,2.09093385896355,3.03115935242904,1.76371168045882,0.00277741652208248,-0.729861055936942,"Bd2923"
"BD_RS13175","BD_RS13175","BD_RS13175",2791724,2792062,"-",339,"HNH endonuclease && PF01844:HNH endonuclease","HNH",7,0.633943173097457,2.40994563943124,1.55865587871852,1.36197930149733,0.556775682131878,-0.0117336030510611,"Bd2878"
"BD_RS13095","BD_RS13095","BD_RS13095",2769313,2769954,"+",642,"RsmD family RNA methyltransferase && PF13659:Methyltransferase domain","-",7,-0.103386303017839,3.12460883999946,2.2703123293289,1.21076474901311,0.438752136400592,-0.710270264661822,"Bd2861"
"BD_RS13050","BD_RS13050","BD_RS13050",2759867,2760463,"+",597,"DUF4360 domain-containing protein && PF14273:Domain of unknown function (DUF4360)","-",7,1.53308568821893,4.2145888288528,3.2397421856,2.42065624607494,1.07399725331646,0.656838535315143,"Bd2851"
"BD_RS13045","BD_RS13045","BD_RS13045",2759068,2759784,"+",717,"DUF4360 domain-containing protein && PF14273:Domain of unknown function (DUF4360)","-",7,2.9515639947783,4.34837275947226,3.10935262553743,2.30837263781738,0.788686598399748,0.573936803111201,"Bd2850"
"BD_RS13035","BD_RS13035","gloA",2755661,2756170,"-",510,"lactoylglutathione lyase && PF00903:Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily","Glyoxalase",7,0.222645845548728,4.44999578112443,3.02920216396375,1.62796429744276,0.622696370599678,0.801281066106373,"Bd2848"
"BD_RS13030","BD_RS13030","mtgA",2754904,2755656,"-",753,"monofunctional biosynthetic peptidoglycan transglycosylase && PF00912:Transglycosylase","-",7,0.695451716524492,3.41914742709887,2.07371266164853,0.636357063679947,-0.373675970206696,0.997394531946849,"Bd2847"
"BD_RS12980","BD_RS12980","BD_RS12980",2743987,2744520,"+",534,"YceI family protein && PF04264:YceI-like domain","-",7,-0.27920106880673,2.18338959988797,1.45264839227082,0.566612415603144,-0.318183097844164,-0.983315851674491,"Bd2836"
"BD_RS12975","BD_RS12975","BD_RS12975",2743385,2743864,"+",480,"hypothetical protein && -","-",7,0.878703122062853,3.32291573901138,2.32513096675998,1.56215749726119,0.246113713271799,-1.161436249695,"Bd2835"
"BD_RS12970","BD_RS12970","BD_RS12970",2741527,2743224,"-",1698,"NAD-dependent malic enzyme && PF03949:Malic enzyme, NAD binding domain|PF00390:Malic enzyme, N-terminal domain","Malic_M",7,0.12132971444578,2.63314317020271,1.82912485022507,1.14793829941294,0.499336890772808,-0.892417671099247,"Bd2834"
"BD_RS12860","BD_RS12860","BD_RS12860",2719872,2720858,"-",987,"hypothetical protein && -","-",7,0.310846432502097,3.30619089864503,2.19887520683815,1.53042126741417,0.586460419031123,-0.0751996341410972,"Bd2811"
"BD_RS12830","BD_RS12830","BD_RS12830",2714649,2715011,"+",363,"hypothetical protein && -","-",7,0.573616510464326,4.93224944240206,4.11969320636108,2.49627288051179,0.951410689962568,0.967713627348444,"Bd2804"
"BD_RS12825","BD_RS12825","BD_RS12825",2713186,2714391,"+",1206,"hypothetical protein && -","-",7,1.32252429321925,4.50577597540011,4.17736680797802,2.62415461927808,1.36002165153939,1.52270924986634,"Bd2803"
"BD_RS12685","BD_RS12685","BD_RS12685",2688783,2689547,"+",765,"hypothetical protein && -","-",7,0.394177718318528,5.4858959485945,4.87500832012919,3.22572011763967,1.58637453494568,0.498208116644834,"Bd2776"
"BD_RS12610","BD_RS12610","def",2677761,2678366,"-",606,"peptide deformylase && PF01327:Polypeptide deformylase","Pep_deformylase",7,0.776144683285068,3.31803148142858,2.37725777865449,2.02087051795949,1.13774080788387,0.88068623492365,"Bd2759"
"BD_RS12605","BD_RS12605","fmt",2676808,2677764,"-",957,"methionyl-tRNA formyltransferase && PF00551:Formyl transferase|PF02911:Formyl transferase, C-terminal domain","-",7,1.22980591528294,3.01447448979117,2.42097670157888,2.14980226257377,1.27343567186355,1.09148825761387,"Bd2757"
"BD_RS12600","BD_RS12600","rpe",2676174,2676818,"-",645,"ribulose-phosphate 3-epimerase && PF00834:Ribulose-phosphate 3 epimerase family","-",7,1.19170639883669,3.14932071329667,2.43143432755345,2.11220423905019,1.21842845005577,1.13169778843217,"Bd2756"
"BD_RS11585","BD_RS11585","BD_RS11585",2445082,2446800,"+",1719,"DUF2785 domain-containing protein && PF10978:Protein of unknown function (DUF2785)","-",7,-0.193917804568008,5.59638278974052,3.67144302628486,2.13973258875478,0.2888439743151,-0.785754957567987,"Bd2538"
"BD_RS11325","BD_RS11325","BD_RS11325",2382052,2383704,"+",1653,"hypothetical protein && -","-",7,0.146303761576584,5.46246662126139,2.77902110981058,1.32155125638237,-0.419581974703878,-0.922235453897235,"Bd2480"
"BD_RS11190","BD_RS11190","folE2",2357018,2357932,"-",915,"GTP cyclohydrolase FolE2 && PF02649:Type I GTP cyclohydrolase folE2","-",7,-0.334124406446493,3.19226814928628,2.68635025522157,2.54824144374556,1.63208434792465,-0.150223588970612,"Bd2446"
"BD_RS11120","BD_RS11120","BD_RS11120",2339284,2340336,"-",1053,"hypothetical protein && -","-",7,-0.0480215604517006,5.87470990844846,3.40410121541258,2.13222722839468,0.265824132590945,-0.452404808686481,"Bd2430"
"BD_RS11115","BD_RS11115","BD_RS11115",2335694,2339095,"-",3402,"hypothetical protein && -","-",7,1.22803250738387,5.62982643752079,3.13686360799654,1.50615436741075,-0.539064841877114,-0.845555204821525,"Bd2429"
"BD_RS11110","BD_RS11110","BD_RS11110",2332596,2335697,"-",3102,"S8 family serine peptidase && PF00082:Subtilase family","Peptidase_S8",7,0.770699258262043,5.258136746069,2.6654221749801,1.08492843735504,-0.499493436670888,-1.14598614262833,"Bd2428"
"BD_RS11095","BD_RS11095","BD_RS11095",2330332,2330727,"+",396,"hypothetical protein && -","-",7,-0.319496231412653,5.45493723326367,3.68828158592388,2.95395471789516,1.48010065231469,0.192248413389157,"Bd2425"
"BD_RS11060","BD_RS11060","BD_RS11060",2323594,2325027,"-",1434,"hypothetical protein && -","-",7,0.462290470248399,3.48994635515547,2.3397556577138,1.24589765767495,1.01837887000656,0.347032379889614,"Bd2415"
"BD_RS11055","BD_RS11055","BD_RS11055",2320545,2323604,"-",3060,"hypothetical protein && -","-",7,0.746802006234109,4.43627592094709,3.34417620037933,2.26788720352674,1.79477916145191,1.0629324823479,"Bd2414"
